ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-02-09,116.43692541881444,68.09263215267222,109.13837730167295,116.43692541881444,116.43692541881444,-28.03071583164649,-28.03071583164649,-28.03071583164649,-24.181287213992487,-24.181287213992487,-24.181287213992487,-3.8494286176540036,-3.8494286176540036,-3.8494286176540036,0.0,0.0,0.0,88.40620958716795
2011-02-10,116.39524136597937,70.69363766242303,112.18939075851281,116.39524136597937,116.39524136597937,-25.512304964248095,-25.512304964248095,-25.512304964248095,-21.941419500036478,-21.941419500036478,-21.941419500036478,-3.570885464211618,-3.570885464211618,-3.570885464211618,0.0,0.0,0.0,90.88293640173129
2011-02-11,116.35355731314432,93.85001570636172,135.96081831359083,116.35355731314432,116.35355731314432,-1.1144953295162217,-1.1144953295162217,-1.1144953295162217,2.199365719417889,2.199365719417889,2.199365719417889,-3.313861048934111,-3.313861048934111,-3.313861048934111,0.0,0.0,0.0,115.2390619836281
2011-02-12,116.31187326030928,131.99650504596033,174.1517207882,116.31187326030928,116.31187326030928,36.421070925052405,36.421070925052405,36.421070925052405,39.5034498778611,39.5034498778611,39.5034498778611,-3.082378952808691,-3.082378952808691,-3.082378952808691,0.0,0.0,0.0,152.7329441853617
2011-02-13,116.27018920747423,130.48941684585452,171.78956886369954,116.27018920747423,116.27018920747423,34.56952424053873,34.56952424053873,34.56952424053873,37.44986103961172,37.44986103961172,37.44986103961172,-2.8803367990729947,-2.8803367990729947,-2.8803367990729947,0.0,0.0,0.0,150.83971344801296
2011-02-14,116.22850515463917,81.67378830901015,124.54066552020677,116.22850515463917,116.22850515463917,-12.496941449922158,-12.496941449922158,-12.496941449922158,-9.785564233322228,-9.785564233322228,-9.785564233322228,-2.7113772165999315,-2.7113772165999315,-2.7113772165999315,0.0,0.0,0.0,103.731563704717
2011-02-15,116.18682110180411,69.73967647036062,110.86062718165589,116.18682110180411,116.18682110180411,-25.823163958041373,-25.823163958041373,-25.823163958041373,-23.24440568964176,-23.24440568964176,-23.24440568964176,-2.578758268399614,-2.578758268399614,-2.578758268399614,0.0,0.0,0.0,90.36365714376274
2011-02-16,116.14513704896908,67.48469035734774,109.49340831333654,116.14513704896908,116.14513704896908,-26.66651485300992,-26.66651485300992,-26.66651485300992,-24.181287214004247,-24.181287214004247,-24.181287214004247,-2.485227639005674,-2.485227639005674,-2.485227639005674,0.0,0.0,0.0,89.47862219595916
2011-02-17,116.10345299613402,72.53630470783807,112.72482179985673,116.10345299613402,116.10345299613402,-24.37432437412085,-24.37432437412085,-24.37432437412085,-21.94141950001813,-21.94141950001813,-21.94141950001813,-2.4329048741027215,-2.4329048741027215,-2.4329048741027215,0.0,0.0,0.0,91.72912862201318
2011-02-18,116.06176894329897,93.26829884297696,137.33395492175896,116.06176894329897,116.06176894329897,-0.2238101085661147,-0.2238101085661147,-0.2238101085661147,2.199365719451919,2.199365719451919,2.199365719451919,-2.423175828018034,-2.423175828018034,-2.423175828018034,0.0,0.0,0.0,115.83795883473286
2011-02-19,116.0200848904639,132.16012444430936,172.96255538528942,116.0200848904639,116.0200848904639,37.04684667573539,37.04684667573539,37.04684667573539,39.503449877890084,39.503449877890084,39.503449877890084,-2.456603202154693,-2.456603202154693,-2.456603202154693,0.0,0.0,0.0,153.0669315661993
2011-02-20,115.97840083762887,130.41185834434157,171.82188844326313,115.97840083762887,115.97840083762887,34.91700438296043,34.91700438296043,34.91700438296043,37.44986103972816,37.44986103972816,37.44986103972816,-2.5328566567677435,-2.5328566567677435,-2.5328566567677435,0.0,0.0,0.0,150.89540522058928
2011-02-21,115.93671678479382,81.83109764850494,124.82031150280721,115.93671678479382,115.93671678479382,-12.436229693717573,-12.436229693717573,-12.436229693717573,-9.785564233274082,-9.785564233274082,-9.785564233274082,-2.6506654604434923,-2.6506654604434923,-2.6506654604434923,0.0,0.0,0.0,103.50048709107624
2011-02-22,115.89503273195876,68.49738768726637,110.6488238264601,115.89503273195876,115.89503273195876,-26.052201710305567,-26.052201710305567,-26.052201710305567,-23.244405689636295,-23.244405689636295,-23.244405689636295,-2.807796020669271,-2.807796020669271,-2.807796020669271,0.0,0.0,0.0,89.8428310216532
2011-02-23,115.8533486791237,66.80851418219284,107.50541079949856,115.8533486791237,115.8533486791237,-27.182343146774368,-27.182343146774368,-27.182343146774368,-24.181287214000548,-24.181287214000548,-24.181287214000548,-3.001055932773815,-3.001055932773815,-3.001055932773815,0.0,0.0,0.0,88.67100553234933
2011-02-24,115.81166462628866,70.04079045963007,112.25620845209943,115.81166462628866,115.81166462628866,-25.16774491381356,-25.16774491381356,-25.16774491381356,-21.941419499999782,-21.941419499999782,-21.941419499999782,-3.2263254138137794,-3.2263254138137794,-3.2263254138137794,0.0,0.0,0.0,90.6439197124751
2011-02-25,115.76998057345361,94.24954764430764,136.51378896465226,115.76998057345361,115.76998057345361,-1.2792504559568982,-1.2792504559568982,-1.2792504559568982,2.199365719485953,2.199365719485953,2.199365719485953,-3.4786161754428493,-3.4786161754428493,-3.4786161754428493,0.0,0.0,0.0,114.49073011749671
2011-02-26,115.72829652061856,130.2883706997959,171.51556158596472,115.72829652061856,115.72829652061856,35.75129291813682,35.75129291813682,35.75129291813682,39.50344987784102,39.50344987784102,39.50344987784102,-3.752156959704202,-3.752156959704202,-3.752156959704202,0.0,0.0,0.0,151.47958943875537
2011-02-27,115.68661246778349,129.22093644283953,170.5217131092924,115.68661246778349,115.68661246778349,33.40935690062735,33.40935690062735,33.40935690062735,37.44986103970446,37.44986103970446,37.44986103970446,-4.040504139077106,-4.040504139077106,-4.040504139077106,0.0,0.0,0.0,149.09596936841083
2011-02-28,115.64492841494845,81.08248794831165,120.00415486975187,115.64492841494845,115.64492841494845,-14.122239225390874,-14.122239225390874,-14.122239225390874,-9.785564233301644,-9.785564233301644,-9.785564233301644,-4.3366749920892325,-4.3366749920892325,-4.3366749920892325,0.0,0.0,0.0,101.52268918955758
2011-03-01,115.6032443621134,67.23842756353288,109.80083600123233,115.6032443621134,115.6032443621134,-27.877706222381153,-27.877706222381153,-27.877706222381153,-23.244405689638775,-23.244405689638775,-23.244405689638775,-4.633300532742384,-4.633300532742384,-4.633300532742384,0.0,0.0,0.0,87.72553813973225
2011-03-02,115.56156030927835,66.01082528454286,107.11308636629683,115.56156030927835,115.56156030927835,-29.10408133284522,-29.10408133284522,-29.10408133284522,-24.181287214010997,-24.181287214010997,-24.181287214010997,-4.922794118834225,-4.922794118834225,-4.922794118834225,0.0,0.0,0.0,86.45747897643312
2011-03-03,115.5198762564433,67.51477115127106,108.68003210527382,115.5198762564433,115.5198762564433,-27.138951011746588,-27.138951011746588,-27.138951011746588,-21.94141950001219,-21.94141950001219,-21.94141950001219,-5.197531511734392,-5.197531511734392,-5.197531511734392,0.0,0.0,0.0,88.38092524469671
2011-03-04,115.47819220360824,90.61955124657912,133.7027023547416,115.47819220360824,115.47819220360824,-3.250671906766604,-3.250671906766604,-3.250671906766604,2.199365719437222,2.199365719437222,2.199365719437222,-5.450037626203825,-5.450037626203825,-5.450037626203825,0.0,0.0,0.0,112.22752029684165
2011-03-05,115.4365081507732,128.57419583769357,168.87392302549281,115.4365081507732,115.4365081507732,33.830274969741616,33.830274969741616,33.830274969741616,39.503449877870004,39.503449877870004,39.503449877870004,-5.673174908128387,-5.673174908128387,-5.673174908128387,0.0,0.0,0.0,149.26678312051482
2011-03-06,115.39482409793814,124.99195896152865,168.97349834081288,115.39482409793814,115.39482409793814,31.589532918468493,31.589532918468493,31.589532918468493,37.449861039680755,37.449861039680755,37.449861039680755,-5.860328121212263,-5.860328121212263,-5.860328121212263,0.0,0.0,0.0,146.98435701640665
2011-03-07,115.35314004510309,77.9827041589244,120.13933032473112,115.35314004510309,115.35314004510309,-15.791144550748959,-15.791144550748959,-15.791144550748959,-9.785564233329206,-9.785564233329206,-9.785564233329206,-6.005580317419755,-6.005580317419755,-6.005580317419755,0.0,0.0,0.0,99.56199549435414
2011-03-08,115.31145599226804,64.56631677911204,107.45325483475413,115.31145599226804,115.31145599226804,-29.348280602040134,-29.348280602040134,-29.348280602040134,-23.244405689641244,-23.244405689641244,-23.244405689641244,-6.10387491239888,-6.10387491239888,-6.10387491239888,0.0,0.0,0.0,85.9631753902279
2011-03-09,115.26977193943299,65.33772312648127,105.08742619463204,115.26977193943299,115.26977193943299,-30.332446297937473,-30.332446297937473,-30.332446297937473,-24.18128721398164,-24.18128721398164,-24.18128721398164,-6.151159083955833,-6.151159083955833,-6.151159083955833,0.0,0.0,0.0,84.9373256414955
2011-03-10,115.22808788659793,67.1469471087993,107.25666914065543,115.22808788659793,115.22808788659793,-28.085923652066224,-28.085923652066224,-28.085923652066224,-21.941419500011385,-21.941419500011385,-21.941419500011385,-6.144504152054841,-6.144504152054841,-6.144504152054841,0.0,0.0,0.0,87.1421642345317
2011-03-11,115.18640383376288,90.35610997880137,132.06337228467765,115.18640383376288,115.18640383376288,-3.8828334522220067,-3.8828334522220067,-3.8828334522220067,2.199365719453782,2.199365719453782,2.199365719453782,-6.082199171675787,-6.082199171675787,-6.082199171675787,0.0,0.0,0.0,111.30357038154088
2011-03-12,115.14471978092784,126.4679704927945,170.40532606035495,115.14471978092784,115.14471978092784,33.539635217808524,33.539635217808524,33.539635217808524,39.50344987788505,39.50344987788505,39.50344987788505,-5.963814660076525,-5.963814660076525,-5.963814660076525,0.0,0.0,0.0,148.68435499873635
2011-03-13,115.10303572809278,126.4603144642814,168.50559638470304,115.10303572809278,115.10303572809278,31.659626870877315,31.659626870877315,31.659626870877315,37.449861039649406,37.449861039649406,37.449861039649406,-5.7902341687720895,-5.7902341687720895,-5.7902341687720895,0.0,0.0,0.0,146.76266259897008
2011-03-14,115.06135167525773,78.84690692049466,120.51523260943365,115.06135167525773,115.06135167525773,-15.349216509439541,-15.349216509439541,-15.349216509439541,-9.78556423328106,-9.78556423328106,-9.78556423328106,-5.56365227615848,-5.56365227615848,-5.56365227615848,0.0,0.0,0.0,99.71213516581818
2011-03-15,115.01966762242267,64.96735612289372,108.01944885634965,115.01966762242267,115.01966762242267,-28.53194418448898,-28.53194418448898,-28.53194418448898,-23.244405689641887,-23.244405689641887,-23.244405689641887,-5.287538494847099,-5.287538494847099,-5.287538494847099,0.0,0.0,0.0,86.4877234379337
2011-03-16,114.97798356958764,64.1961048786604,105.29160499853836,114.97798356958764,114.97798356958764,-29.147854746423707,-29.147854746423707,-29.147854746423707,-24.181287213992086,-24.181287213992086,-24.181287213992086,-4.966567532431618,-4.966567532431618,-4.966567532431618,0.0,0.0,0.0,85.83012882316393
2011-03-17,114.93629951675257,67.46891512140742,108.07967615132769,114.93629951675257,114.93629951675257,-26.54793678858687,-26.54793678858687,-26.54793678858687,-21.941419500010582,-21.941419500010582,-21.941419500010582,-4.6065172885762875,-4.6065172885762875,-4.6065172885762875,0.0,0.0,0.0,88.3883627281657
2011-03-18,114.89461546391752,90.25066411310311,132.8891152474577,114.89461546391752,114.89461546391752,-2.014771168336055,-2.014771168336055,-2.014771168336055,2.1993657194703413,2.1993657194703413,2.1993657194703413,-4.214136887806397,-4.214136887806397,-4.214136887806397,0.0,0.0,0.0,112.87984429558146
2011-03-19,114.85293141108247,130.40825042473975,170.87065255491743,114.85293141108247,114.85293141108247,35.70646196847196,35.70646196847196,35.70646196847196,39.503449877799746,39.503449877799746,39.503449877799746,-3.7969879093277856,-3.7969879093277856,-3.7969879093277856,0.0,0.0,0.0,150.55939337955442
2011-03-20,114.81124735824743,126.85273965390577,169.1306913374263,114.81124735824743,114.81124735824743,34.08659828214187,34.08659828214187,34.08659828214187,37.44986103970342,37.44986103970342,37.44986103970342,-3.363262757561544,-3.363262757561544,-3.363262757561544,0.0,0.0,0.0,148.8978456403893
2011-03-21,114.76956330541238,82.42957158113748,123.7945570624052,114.76956330541238,114.76956330541238,-12.707149029725793,-12.707149029725793,-12.707149029725793,-9.785564233308449,-9.785564233308449,-9.785564233308449,-2.921584796417341,-2.921584796417341,-2.921584796417341,0.0,0.0,0.0,102.06241427568658
2011-03-22,114.72787925257731,67.15442674682654,109.85829862432306,114.72787925257731,114.72787925257731,-25.725201115928716,-25.725201115928716,-25.725201115928716,-23.244405689636427,-23.244405689636427,-23.244405689636427,-2.4807954262922887,-2.4807954262922887,-2.4807954262922887,0.0,0.0,0.0,89.0026781366486
2011-03-23,114.68619519974226,66.17087201240538,111.21005923135799,114.68619519974226,114.68619519974226,-26.231020912438996,-26.231020912438996,-26.231020912438996,-24.18128721398839,-24.18128721398839,-24.18128721398839,-2.049733698450609,-2.049733698450609,-2.049733698450609,0.0,0.0,0.0,88.45517428730327
2011-03-24,114.64451114690722,70.9424461818939,111.25073370032136,114.64451114690722,114.64451114690722,-23.578433823514846,-23.578433823514846,-23.578433823514846,-21.941419499992232,-21.941419499992232,-21.941419499992232,-1.6370143235226133,-1.6370143235226133,-1.6370143235226133,0.0,0.0,0.0,91.06607732339238
2011-03-25,114.60282709407217,96.07164323642837,136.30851060551473,114.60282709407217,114.60282709407217,0.9485556885440679,0.9485556885440679,0.9485556885440679,2.1993657194216145,2.1993657194216145,2.1993657194216145,-1.2508100308775474,-1.2508100308775474,-1.2508100308775474,0.0,0.0,0.0,115.55138278261623
2011-03-26,114.5611430412371,130.76085318982268,174.39612098876952,114.5611430412371,114.5611430412371,38.60480570874974,38.60480570874974,38.60480570874974,39.503449877814795,39.503449877814795,39.503449877814795,-0.8986441690650613,-0.8986441690650613,-0.8986441690650613,0.0,0.0,0.0,153.16594874998685
2011-03-27,114.51945898840205,132.3290250227889,173.13628556681283,114.51945898840205,114.51945898840205,36.862661834304596,36.862661834304596,36.862661834304596,37.44986103967206,37.44986103967206,37.44986103967206,-0.5871992053674664,-0.5871992053674664,-0.5871992053674664,0.0,0.0,0.0,151.38212082270664
2011-03-28,114.47777493556701,83.11446883816045,125.03637768482358,114.47777493556701,114.47777493556701,-10.107710623141982,-10.107710623141982,-10.107710623141982,-9.785564233335842,-9.785564233335842,-9.785564233335842,-0.32214638980613813,-0.32214638980613813,-0.32214638980613813,0.0,0.0,0.0,104.37006431242503
2011-03-29,114.43609088273196,69.89370537421816,111.84622436978239,114.43609088273196,114.43609088273196,-23.35240699549416,-23.35240699549416,-23.35240699549416,-23.24440568963096,-23.24440568963096,-23.24440568963096,-0.10800130586319774,-0.10800130586319774,-0.10800130586319774,0.0,0.0,0.0,91.0836838872378
2011-03-30,114.3944068298969,70.55079136934191,110.47209525062478,114.3944068298969,114.3944068298969,-24.12929656506978,-24.12929656506978,-24.12929656506978,-24.181287214000143,-24.181287214000143,-24.181287214000143,0.051990648930369476,0.051990648930369476,0.051990648930369476,0.0,0.0,0.0,90.26511026482711
2011-03-31,114.35272277706186,70.634884847287,112.52010288868682,114.35272277706186,114.35272277706186,-21.785483893754094,-21.785483893754094,-21.785483893754094,-21.941419500022185,-21.941419500022185,-21.941419500022185,0.155935606268093,0.155935606268093,0.155935606268093,0.0,0.0,0.0,92.56723888330777
2011-04-01,114.3110387242268,95.16551926644237,137.40003423021753,114.3110387242268,114.3110387242268,2.4027027600852273,2.4027027600852273,2.4027027600852273,2.1993657194556415,2.1993657194556415,2.1993657194556415,0.20333704062958777,0.20333704062958777,0.20333704062958777,0.0,0.0,0.0,116.71374148431204
2011-04-02,114.26935466775913,132.26959633590351,174.7610833588377,114.26935466775913,114.26935466775913,39.698554541384226,39.698554541384226,39.698554541384226,39.50344987782985,39.50344987782985,39.50344987782985,0.19510466355437547,0.19510466355437547,0.19510466355437547,0.0,0.0,0.0,153.96790920914336
2011-04-03,114.22767061129146,131.10851826088026,172.6440402362476,114.22767061129146,114.22767061129146,37.583387057026755,37.583387057026755,37.583387057026755,37.44986103964835,37.44986103964835,37.44986103964835,0.133526017378415,0.133526017378415,0.133526017378415,0.0,0.0,0.0,151.8110576683182
2011-04-04,114.18598655482378,82.23225872685032,125.26211331916879,114.18598655482378,114.18598655482378,-9.763362821657122,-9.763362821657122,-9.763362821657122,-9.785564233363404,-9.785564233363404,-9.785564233363404,0.022201411706282294,0.022201411706282294,0.022201411706282294,0.0,0.0,0.0,104.42262373316666
2011-04-05,114.14430249835611,69.8267973554086,112.24545731652805,114.14430249835611,114.14430249835611,-23.378461831892597,-23.378461831892597,-23.378461831892597,-23.244405689637695,-23.244405689637695,-23.244405689637695,-0.13405614225490387,-0.13405614225490387,-0.13405614225490387,0.0,0.0,0.0,90.76584066646352
2011-04-06,114.10261844188844,69.47908189579319,109.53231989673449,114.10261844188844,114.10261844188844,-24.510640587803643,-24.510640587803643,-24.510640587803643,-24.181287213996452,-24.181287213996452,-24.181287213996452,-0.3293533738071912,-0.3293533738071912,-0.3293533738071912,0.0,0.0,0.0,89.5919778540848
2011-04-07,114.06093438542077,70.98953128047457,113.42207987112913,114.06093438542077,114.06093438542077,-22.498297543786705,-22.498297543786705,-22.498297543786705,-21.94141950000384,-21.94141950000384,-21.94141950000384,-0.5568780437828678,-0.5568780437828678,-0.5568780437828678,0.0,0.0,0.0,91.56263684163406
2011-04-08,114.01925032895309,94.17033927334522,136.27625739451904,114.01925032895309,114.01925032895309,1.3902809698200045,1.3902809698200045,1.3902809698200045,2.199365719489677,2.199365719489677,2.199365719489677,-0.8090847496696728,-0.8090847496696728,-0.8090847496696728,0.0,0.0,0.0,115.40953129877309
2011-04-09,113.97756627248543,133.5254670973628,174.76501947986833,113.97756627248543,113.97756627248543,38.42554965754683,38.42554965754683,38.42554965754683,39.503449877844886,39.503449877844886,39.503449877844886,-1.0779002202980619,-1.0779002202980619,-1.0779002202980619,0.0,0.0,0.0,152.40311593003227
2011-04-10,113.93588221601775,129.1502756912487,170.16066912730918,113.93588221601775,113.93588221601775,36.094918516426205,36.094918516426205,36.094918516426205,37.449861039687086,37.449861039687086,37.449861039687086,-1.3549425232608747,-1.3549425232608747,-1.3549425232608747,0.0,0.0,0.0,150.03080073244394
2011-04-11,113.89419815955007,81.55122259251083,123.1433465338751,113.89419815955007,113.89419815955007,-11.417312442735726,-11.417312442735726,-11.417312442735726,-9.785564233315093,-9.785564233315093,-9.785564233315093,-1.631748209420634,-1.631748209420634,-1.631748209420634,0.0,0.0,0.0,102.47688571681435
2011-04-12,113.8525141030824,69.37373996398135,110.72898331475511,113.8525141030824,113.8525141030824,-25.144406874844403,-25.144406874844403,-25.144406874844403,-23.24440568964811,-23.24440568964811,-23.24440568964811,-1.9000011851962906,-1.9000011851962906,-1.9000011851962906,0.0,0.0,0.0,88.70810722823799
2011-04-13,113.81083004661473,66.68825580684688,107.65470544008934,113.81083004661473,113.81083004661473,-26.333044255854222,-26.333044255854222,-26.333044255854222,-24.181287213992757,-24.181287213992757,-24.181287213992757,-2.151757041861468,-2.151757041861468,-2.151757041861468,0.0,0.0,0.0,87.4777857907605
2011-04-14,113.76914599014705,66.23644870984063,110.11827135181645,113.76914599014705,113.76914599014705,-24.32107618405438,-24.32107618405438,-24.32107618405438,-21.94141950000303,-21.94141950000303,-21.94141950000303,-2.3796566840513482,-2.3796566840513482,-2.3796566840513482,0.0,0.0,0.0,89.44806980609268
2011-04-15,113.72746193367938,91.65973891495753,133.20266925334846,113.72746193367938,113.72746193367938,-0.3777576648276755,-0.3777576648276755,-0.3777576648276755,2.199365719506239,2.199365719506239,2.199365719506239,-2.5771233843339156,-2.5771233843339156,-2.5771233843339156,0.0,0.0,0.0,113.34970426885171
2011-04-16,113.6857778772117,130.34611141832968,172.0350495525392,113.6857778772117,113.6857778772117,36.76491203842949,36.76491203842949,36.76491203842949,39.503449877823705,39.503449877823705,39.503449877823705,-2.738537839394211,-2.738537839394211,-2.738537839394211,0.0,0.0,0.0,150.4506899156412
2011-04-17,113.64409382074403,128.19472506890656,169.61744453047464,113.64409382074403,113.64409382074403,34.59047463577055,34.59047463577055,34.59047463577055,37.44986103966337,37.44986103966337,37.44986103966337,-2.8593864038928167,-2.8593864038928167,-2.8593864038928167,0.0,0.0,0.0,148.23456845651458
2011-04-18,113.60240976427636,79.60322633296337,123.25092667555286,113.60240976427636,113.60240976427636,-12.721942647126586,-12.721942647126586,-12.721942647126586,-9.785564233342653,-9.785564233342653,-9.785564233342653,-2.9363784137839333,-2.9363784137839333,-2.9363784137839333,0.0,0.0,0.0,100.88046711714978
2011-04-19,113.56072570780869,67.21098435610794,108.77019925617542,113.56072570780869,113.56072570780869,-26.211935051041507,-26.211935051041507,-26.211935051041507,-23.244405689642647,-23.244405689642647,-23.244405689642647,-2.967529361398861,-2.967529361398861,-2.967529361398861,0.0,0.0,0.0,87.34879065676718
2011-04-20,113.51904165134101,66.77436165633718,105.6448767862729,113.51904165134101,113.51904165134101,-27.13349484014928,-27.13349484014928,-27.13349484014928,-24.181287213989062,-24.181287213989062,-24.181287213989062,-2.952207626160217,-2.952207626160217,-2.952207626160217,0.0,0.0,0.0,86.38554681119173
2011-04-21,113.47735759487334,67.73862295844785,109.76758082248494,113.47735759487334,113.47735759487334,-24.832562971164986,-24.832562971164986,-24.832562971164986,-21.9414194999979,-21.9414194999979,-21.9414194999979,-2.891143471167089,-2.891143471167089,-2.891143471167089,0.0,0.0,0.0,88.64479462370835
2011-04-22,113.43567353840567,92.02990923654403,134.70625520076987,113.43567353840567,113.43567353840567,-0.5870343394447171,-0.5870343394447171,-0.5870343394447171,2.199365719392216,2.199365719392216,2.199365719392216,-2.7864000588369335,-2.7864000588369335,-2.7864000588369335,0.0,0.0,0.0,112.84863919896095
2011-04-23,113.393989481938,129.2315080793082,170.557964356166,113.393989481938,113.393989481938,36.862142588673464,36.862142588673464,36.862142588673464,39.50344987782482,39.50344987782482,39.50344987782482,-2.6413072891513596,-2.6413072891513596,-2.6413072891513596,0.0,0.0,0.0,150.25613207061144
2011-04-24,113.35230542547032,127.43263360156608,170.13641850819428,113.35230542547032,113.35230542547032,34.98950074725707,34.98950074725707,34.98950074725707,37.449861039639664,37.449861039639664,37.449861039639664,-2.4603602923825973,-2.4603602923825973,-2.4603602923825973,0.0,0.0,0.0,148.3418061727274
2011-04-25,113.31062136900266,80.06000998495283,121.46615127979076,113.31062136900266,113.31062136900266,-12.034649618983297,-12.034649618983297,-12.034649618983297,-9.785564233370046,-9.785564233370046,-9.785564233370046,-2.2490853856132498,-2.2490853856132498,-2.2490853856132498,0.0,0.0,0.0,101.27597175001937
2011-04-26,113.26893731253499,65.84343717516977,108.48236039353388,113.26893731253499,113.26893731253499,-25.25828289128482,-25.25828289128482,-25.25828289128482,-23.244405689635336,-23.244405689635336,-23.244405689635336,-2.0138772016494806,-2.0138772016494806,-2.0138772016494806,0.0,0.0,0.0,88.01065442125017
2011-04-27,113.22725325606731,65.39621443557859,107.65085186661572,113.22725325606731,113.22725325606731,-25.943098708718015,-25.943098708718015,-25.943098708718015,-24.181287214000815,-24.181287214000815,-24.181287214000815,-1.7618114947171997,-1.7618114947171997,-1.7618114947171997,0.0,0.0,0.0,87.2841545473493
2011-04-28,113.18556919959964,69.69545460410659,110.53801872706704,113.18556919959964,113.18556919959964,-23.441858297612796,-23.441858297612796,-23.441858297612796,-21.941419499997092,-21.941419499997092,-21.941419499997092,-1.500438797615703,-1.500438797615703,-1.500438797615703,0.0,0.0,0.0,89.74371090198684
2011-04-29,113.14388514313197,91.92658218047902,134.21303096250628,113.14388514313197,113.14388514313197,0.9618010885370162,0.9618010885370162,0.9618010885370162,2.199365719408778,2.199365719408778,2.199365719408778,-1.2375646308717607,-1.2375646308717607,-1.2375646308717607,0.0,0.0,0.0,114.10568623166898
2011-04-30,113.1022010866643,129.6869048467494,172.23618813496543,113.1022010866643,113.1022010866643,38.52242754628013,38.52242754628013,38.52242754628013,39.503449877853804,39.503449877853804,39.503449877853804,-0.9810223315736749,-0.9810223315736749,-0.9810223315736749,0.0,0.0,0.0,151.62462863294442
2011-05-01,113.06051703019662,127.7752707504983,171.8247454965181,113.06051703019662,113.06051703019662,36.71141627194075,36.71141627194075,36.71141627194075,37.44986103961595,37.44986103961595,37.44986103961595,-0.7384447676752086,-0.7384447676752086,-0.7384447676752086,0.0,0.0,0.0,149.77193330213737
