ds,Halloween,SuperBowl,sell_price,y
2011-08-16,0,0,235.54166666666674,107.16666666666667
2011-08-17,0,0,235.54166666666674,98.66666666666667
2011-08-18,0,0,235.54166666666674,98.33333333333333
2011-08-19,0,0,235.54166666666674,107.5
2011-08-20,0,0,235.5983333333334,144.16666666666666
2011-08-21,0,0,235.5983333333334,168.0
2011-08-22,0,0,235.5983333333334,110.33333333333333
2011-08-23,0,0,235.5983333333334,92.83333333333333
2011-08-24,0,0,235.5983333333334,93.83333333333333
2011-08-25,0,0,235.5983333333334,85.83333333333333
2011-08-26,0,0,235.5983333333334,105.33333333333333
2011-08-27,0,0,237.34166666666673,142.66666666666666
2011-08-28,0,0,237.34166666666673,153.66666666666666
2011-08-29,0,0,237.34166666666673,93.83333333333333
2011-08-30,0,0,237.34166666666673,82.33333333333333
2011-08-31,0,0,237.34166666666673,85.5
2011-09-01,0,0,237.34166666666673,100.83333333333333
2011-09-02,0,0,237.34166666666673,107.33333333333333
2011-09-03,0,0,239.66166666666672,146.83333333333334
2011-09-04,0,0,239.66166666666672,141.16666666666666
2011-09-05,0,0,239.66166666666672,125.66666666666667
2011-09-06,0,0,239.66166666666672,108.83333333333333
2011-09-07,0,0,239.66166666666672,98.66666666666667
2011-09-08,0,0,239.66166666666672,114.16666666666667
2011-09-09,0,0,239.66166666666672,130.66666666666666
2011-09-10,0,0,239.37500000000009,146.83333333333334
2011-09-11,0,0,239.37500000000009,156.66666666666666
2011-09-12,0,0,239.37500000000009,108.33333333333333
2011-09-13,0,0,239.37500000000009,90.5
2011-09-14,0,0,239.37500000000009,94.83333333333333
2011-09-15,0,0,239.37500000000009,103.83333333333333
2011-09-16,0,0,239.37500000000009,119.16666666666667
2011-09-17,0,0,243.86833333333342,130.5
2011-09-18,0,0,243.86833333333342,151.83333333333334
2011-09-19,0,0,243.86833333333342,107.16666666666667
2011-09-20,0,0,243.86833333333342,88.5
2011-09-21,0,0,243.86833333333342,101.33333333333333
2011-09-22,0,0,243.86833333333342,90.33333333333333
2011-09-23,0,0,243.86833333333342,150.33333333333334
2011-09-24,0,0,245.96500000000006,148.0
2011-09-25,0,0,245.96500000000006,161.5
2011-09-26,0,0,245.96500000000006,107.33333333333333
2011-09-27,0,0,245.96500000000006,97.33333333333333
2011-09-28,0,0,245.96500000000006,104.66666666666667
2011-09-29,0,0,245.96500000000006,92.5
2011-09-30,0,0,245.96500000000006,140.33333333333334
2011-10-01,0,0,246.9483333333334,186.5
2011-10-02,0,0,246.9483333333334,193.16666666666666
2011-10-03,0,0,246.9483333333334,120.83333333333333
2011-10-04,0,0,246.9483333333334,111.0
2011-10-05,0,0,246.9483333333334,110.33333333333333
2011-10-06,0,0,246.9483333333334,102.0
2011-10-07,0,0,246.9483333333334,133.66666666666666
2011-10-08,0,0,246.90333333333342,174.16666666666666
2011-10-09,0,0,246.90333333333342,171.5
2011-10-10,0,0,246.90333333333342,134.5
2011-10-11,0,0,246.90333333333342,105.66666666666667
2011-10-12,0,0,246.90333333333342,99.66666666666667
2011-10-13,0,0,246.90333333333342,114.66666666666667
2011-10-14,0,0,246.90333333333342,132.16666666666666
2011-10-15,0,0,247.1333333333334,162.83333333333334
2011-10-16,0,0,247.1333333333334,171.33333333333334
2011-10-17,0,0,247.1333333333334,112.5
2011-10-18,0,0,247.1333333333334,89.66666666666667
2011-10-19,0,0,247.1333333333334,93.5
2011-10-20,0,0,247.1333333333334,100.5
2011-10-21,0,0,247.1333333333334,147.66666666666666
2011-10-22,0,0,250.43000000000006,158.83333333333334
2011-10-23,0,0,250.43000000000006,161.16666666666666
2011-10-24,0,0,250.43000000000006,96.83333333333333
2011-10-25,0,0,250.43000000000006,92.5
2011-10-26,0,0,250.43000000000006,92.33333333333333
2011-10-27,0,0,250.43000000000006,90.83333333333333
2011-10-28,0,0,250.43000000000006,113.83333333333333
2011-10-29,0,0,250.42833333333343,146.16666666666666
2011-10-30,0,0,250.42833333333343,180.16666666666666
2011-10-31,1,0,250.42833333333343,102.83333333333333
2011-11-01,0,0,250.42833333333343,87.0
2011-11-02,0,0,250.42833333333343,110.33333333333333
2011-11-03,0,0,250.42833333333343,100.83333333333333
2011-11-04,0,0,250.42833333333343,134.83333333333334
2011-11-05,0,0,250.16500000000008,168.66666666666666
2011-11-06,0,0,250.16500000000008,174.66666666666666
2011-11-07,0,0,250.16500000000008,142.16666666666666
2011-11-08,0,0,250.16500000000008,120.16666666666667
2011-11-09,0,0,250.16500000000008,101.83333333333333
2011-11-10,0,0,250.16500000000008,119.16666666666667
2011-11-11,0,0,250.16500000000008,132.16666666666666
2011-11-12,0,0,249.80166666666673,155.83333333333334
2011-11-13,0,0,249.80166666666673,149.83333333333334
2011-11-14,0,0,249.80166666666673,114.66666666666667
2011-11-15,0,0,249.80166666666673,86.83333333333333
2011-11-16,0,0,249.80166666666673,93.16666666666667
2011-11-17,0,0,249.80166666666673,94.83333333333333
2011-11-18,0,0,249.80166666666673,125.0
2011-11-19,0,0,249.83500000000006,175.5
2011-11-20,0,0,249.83500000000006,163.66666666666666
2011-11-21,0,0,249.83500000000006,119.83333333333333
2011-11-22,0,0,249.83500000000006,129.33333333333334
2011-11-23,0,0,249.83500000000006,123.83333333333333
2011-11-24,0,0,249.83500000000006,63.666666666666664
2011-11-25,0,0,249.83500000000006,117.83333333333333
2011-11-26,0,0,250.66833333333344,113.5
2011-11-27,0,0,250.66833333333344,131.83333333333334
2011-11-28,0,0,250.66833333333344,95.33333333333333
2011-11-29,0,0,250.66833333333344,84.66666666666667
2011-11-30,0,0,250.66833333333344,91.16666666666667
2011-12-01,0,0,250.66833333333344,99.16666666666667
2011-12-02,0,0,250.66833333333344,127.83333333333333
2011-12-03,0,0,250.81666666666675,178.33333333333334
2011-12-04,0,0,250.81666666666675,175.5
2011-12-05,0,0,250.81666666666675,124.83333333333333
2011-12-06,0,0,250.81666666666675,113.5
2011-12-07,0,0,250.81666666666675,96.66666666666667
2011-12-08,0,0,250.81666666666675,116.16666666666667
2011-12-09,0,0,250.81666666666675,129.0
2011-12-10,0,0,250.55666666666676,179.33333333333334
2011-12-11,0,0,250.55666666666676,156.66666666666666
2011-12-12,0,0,250.55666666666676,120.16666666666667
2011-12-13,0,0,250.55666666666676,108.66666666666667
2011-12-14,0,0,250.55666666666676,102.0
2011-12-15,0,0,250.55666666666676,106.66666666666667
2011-12-16,0,0,250.55666666666676,115.5
2011-12-17,0,0,250.74333333333342,186.66666666666666
2011-12-18,0,0,250.74333333333342,159.33333333333334
2011-12-19,0,0,250.74333333333342,123.33333333333333
2011-12-20,0,0,250.74333333333342,117.66666666666667
2011-12-21,0,0,250.74333333333342,127.0
2011-12-22,0,0,250.74333333333342,133.5
2011-12-23,0,0,250.74333333333342,159.66666666666666
2011-12-24,0,0,250.66666666666674,122.66666666666667
2011-12-25,0,0,250.66666666666674,1.0
2011-12-26,0,0,250.66666666666674,117.33333333333333
2011-12-27,0,0,250.66666666666674,100.83333333333333
2011-12-28,0,0,250.66666666666674,110.83333333333333
2011-12-29,0,0,250.66666666666674,107.0
2011-12-30,0,0,250.66666666666674,159.16666666666666
2011-12-31,0,0,252.2900000000001,136.83333333333334
2012-01-01,0,0,252.2900000000001,94.83333333333333
2012-01-02,0,0,252.2900000000001,120.5
2012-01-03,0,0,252.2900000000001,92.66666666666667
2012-01-04,0,0,252.2900000000001,98.66666666666667
2012-01-05,0,0,252.2900000000001,112.16666666666667
2012-01-06,0,0,252.2900000000001,132.33333333333334
2012-01-07,0,0,252.79333333333344,148.5
2012-01-08,0,0,252.79333333333344,145.33333333333334
2012-01-09,0,0,252.79333333333344,127.33333333333333
2012-01-10,0,0,252.79333333333344,97.66666666666667
2012-01-11,0,0,252.79333333333344,102.83333333333333
2012-01-12,0,0,252.79333333333344,90.66666666666667
2012-01-13,0,0,252.79333333333344,111.66666666666667
2012-01-14,0,0,252.9850000000001,142.0
2012-01-15,0,0,252.9850000000001,139.33333333333334
2012-01-16,0,0,252.9850000000001,125.16666666666667
2012-01-17,0,0,252.9850000000001,92.66666666666667
2012-01-18,0,0,252.9850000000001,88.33333333333333
2012-01-19,0,0,252.9850000000001,88.33333333333333
2012-01-20,0,0,252.9850000000001,108.16666666666667
2012-01-21,0,0,253.53666666666678,173.0
2012-01-22,0,0,253.53666666666678,129.16666666666666
2012-01-23,0,0,253.53666666666678,92.16666666666667
2012-01-24,0,0,253.53666666666678,84.83333333333333
2012-01-25,0,0,253.53666666666678,85.0
2012-01-26,0,0,253.53666666666678,101.83333333333333
2012-01-27,0,0,253.53666666666678,124.16666666666667
2012-01-28,0,0,257.78166666666675,155.0
2012-01-29,0,0,257.78166666666675,158.0
2012-01-30,0,0,257.78166666666675,105.83333333333333
2012-01-31,0,0,257.78166666666675,104.16666666666667
2012-02-01,0,0,257.78166666666675,110.5
2012-02-02,0,0,257.78166666666675,125.33333333333333
2012-02-03,0,0,257.78166666666675,155.33333333333334
2012-02-04,0,0,259.1716666666668,204.83333333333334
2012-02-05,0,1,259.1716666666668,178.5
2012-02-06,0,0,259.1716666666668,141.16666666666666
2012-02-07,0,0,259.1716666666668,121.66666666666667
2012-02-08,0,0,259.1716666666668,119.33333333333333
2012-02-09,0,0,259.1716666666668,121.16666666666667
2012-02-10,0,0,259.1716666666668,142.33333333333334
2012-02-11,0,0,261.4633333333334,217.0
2012-02-12,0,0,261.4633333333334,193.66666666666666
2012-02-13,0,0,261.4633333333334,141.66666666666666
2012-02-14,0,0,261.4633333333334,92.66666666666667
2012-02-15,0,0,261.4633333333334,100.83333333333333
2012-02-16,0,0,261.4633333333334,96.5
2012-02-17,0,0,261.4633333333334,129.33333333333334
2012-02-18,0,0,262.31500000000005,193.0
2012-02-19,0,0,262.31500000000005,189.5
2012-02-20,0,0,262.31500000000005,135.33333333333334
2012-02-21,0,0,262.31500000000005,111.5
2012-02-22,0,0,262.31500000000005,111.83333333333333
2012-02-23,0,0,262.31500000000005,96.83333333333333
2012-02-24,0,0,262.31500000000005,146.66666666666666
2012-02-25,0,0,262.9300000000001,175.83333333333334
2012-02-26,0,0,262.9300000000001,178.16666666666666
2012-02-27,0,0,262.9300000000001,116.5
2012-02-28,0,0,262.9300000000001,101.5
2012-02-29,0,0,262.9300000000001,108.33333333333333
2012-03-01,0,0,262.9300000000001,126.16666666666667
2012-03-02,0,0,262.9300000000001,156.5
2012-03-03,0,0,264.9466666666668,199.33333333333334
2012-03-04,0,0,264.9466666666668,210.16666666666666
2012-03-05,0,0,264.9466666666668,138.33333333333334
2012-03-06,0,0,264.9466666666668,124.33333333333333
2012-03-07,0,0,264.9466666666668,137.66666666666666
2012-03-08,0,0,264.9466666666668,135.0
2012-03-09,0,0,264.9466666666668,145.5
2012-03-10,0,0,268.7266666666668,201.0
2012-03-11,0,0,268.7266666666668,215.16666666666666
2012-03-12,0,0,268.7266666666668,143.0
2012-03-13,0,0,268.7266666666668,100.33333333333333
2012-03-14,0,0,268.7266666666668,104.66666666666667
2012-03-15,0,0,268.7266666666668,120.33333333333333
2012-03-16,0,0,268.7266666666668,143.0
2012-03-17,0,0,270.1966666666668,192.5
2012-03-18,0,0,270.1966666666668,174.16666666666666
2012-03-19,0,0,270.1966666666668,131.5
2012-03-20,0,0,270.1966666666668,99.16666666666667
2012-03-21,0,0,270.1966666666668,96.5
2012-03-22,0,0,270.1966666666668,121.16666666666667
2012-03-23,0,0,270.1966666666668,135.5
2012-03-24,0,0,269.9766666666668,197.16666666666666
2012-03-25,0,0,269.9766666666668,211.66666666666666
2012-03-26,0,0,269.9766666666668,130.83333333333334
2012-03-27,0,0,269.9766666666668,110.66666666666667
2012-03-28,0,0,269.9766666666668,119.66666666666667
2012-03-29,0,0,269.9766666666668,115.83333333333333
2012-03-30,0,0,269.9766666666668,152.16666666666666
2012-03-31,0,0,269.8333333333335,191.83333333333334
2012-04-01,0,0,269.8333333333335,204.0
2012-04-02,0,0,269.8333333333335,145.66666666666666
2012-04-03,0,0,269.8333333333335,143.0
2012-04-04,0,0,269.8333333333335,131.0
2012-04-05,0,0,269.8333333333335,136.5
2012-04-06,0,0,269.8333333333335,196.5
2012-04-07,0,0,269.86333333333346,234.83333333333334
2012-04-08,0,0,269.86333333333346,157.66666666666666
2012-04-09,0,0,269.86333333333346,146.33333333333334
2012-04-10,0,0,269.86333333333346,137.5
2012-04-11,0,0,269.86333333333346,127.83333333333333
2012-04-12,0,0,269.86333333333346,129.33333333333334
2012-04-13,0,0,269.86333333333346,160.83333333333334
2012-04-14,0,0,269.9116666666668,209.0
2012-04-15,0,0,269.9116666666668,193.66666666666666
2012-04-16,0,0,269.9116666666668,123.0
2012-04-17,0,0,269.9116666666668,111.0
2012-04-18,0,0,269.9116666666668,123.83333333333333
2012-04-19,0,0,269.9116666666668,118.5
2012-04-20,0,0,269.9116666666668,161.83333333333334
2012-04-21,0,0,270.8233333333335,200.5
2012-04-22,0,0,270.8233333333335,205.66666666666666
2012-04-23,0,0,270.8233333333335,121.16666666666667
2012-04-24,0,0,270.8233333333335,124.33333333333333
2012-04-25,0,0,270.8233333333335,108.5
2012-04-26,0,0,270.8233333333335,111.5
2012-04-27,0,0,270.8233333333335,143.66666666666666
2012-04-28,0,0,270.7266666666668,185.33333333333334
2012-04-29,0,0,270.7266666666668,181.5
2012-04-30,0,0,270.7266666666668,132.33333333333334
2012-05-01,0,0,270.7266666666668,130.5
2012-05-02,0,0,270.7266666666668,112.33333333333333
2012-05-03,0,0,270.7266666666668,158.83333333333334
2012-05-04,0,0,270.7266666666668,165.16666666666666
2012-05-05,0,0,271.2733333333335,174.5
2012-05-06,0,0,271.2733333333335,209.5
2012-05-07,0,0,271.2733333333335,146.33333333333334
2012-05-08,0,0,271.2733333333335,139.0
2012-05-09,0,0,271.2733333333335,139.33333333333334
2012-05-10,0,0,271.2733333333335,133.33333333333334
2012-05-11,0,0,271.2733333333335,168.83333333333334
2012-05-12,0,0,272.9300000000001,203.16666666666666
2012-05-13,0,0,272.9300000000001,164.16666666666666
2012-05-14,0,0,272.9300000000001,127.33333333333333
2012-05-15,0,0,272.9300000000001,142.83333333333334
2012-05-16,0,0,272.9300000000001,126.16666666666667
2012-05-17,0,0,272.9300000000001,130.33333333333334
2012-05-18,0,0,272.9300000000001,159.16666666666666
2012-05-19,0,0,272.9633333333335,198.66666666666666
2012-05-20,0,0,272.9633333333335,216.33333333333334
2012-05-21,0,0,272.9633333333335,132.0
2012-05-22,0,0,272.9633333333335,106.16666666666667
2012-05-23,0,0,272.9633333333335,103.0
2012-05-24,0,0,272.9633333333335,129.33333333333334
2012-05-25,0,0,272.9633333333335,147.33333333333334
2012-05-26,0,0,272.6333333333335,167.33333333333334
2012-05-27,0,0,272.6333333333335,170.83333333333334
2012-05-28,0,0,272.6333333333335,165.66666666666666
2012-05-29,0,0,272.6333333333335,123.83333333333333
2012-05-30,0,0,272.6333333333335,114.66666666666667
2012-05-31,0,0,272.6333333333335,136.5
2012-06-01,0,0,272.6333333333335,162.0
2012-06-02,0,0,273.83000000000015,203.16666666666666
2012-06-03,0,0,273.83000000000015,182.0
2012-06-04,0,0,273.83000000000015,136.0
2012-06-05,0,0,273.83000000000015,122.83333333333333
2012-06-06,0,0,273.83000000000015,114.66666666666667
2012-06-07,0,0,273.83000000000015,127.66666666666667
2012-06-08,0,0,273.83000000000015,173.5
2012-06-09,0,0,273.7633333333335,193.83333333333334
2012-06-10,0,0,273.7633333333335,213.66666666666666
2012-06-11,0,0,273.7633333333335,155.0
2012-06-12,0,0,273.7633333333335,139.66666666666666
2012-06-13,0,0,273.7633333333335,138.16666666666666
2012-06-14,0,0,273.7633333333335,136.16666666666666
2012-06-15,0,0,273.7633333333335,168.16666666666666
2012-06-16,0,0,274.0416666666668,208.66666666666666
2012-06-17,0,0,274.0416666666668,170.0
2012-06-18,0,0,274.0416666666668,142.33333333333334
2012-06-19,0,0,274.0416666666668,125.66666666666667
2012-06-20,0,0,274.0416666666668,119.83333333333333
2012-06-21,0,0,274.0416666666668,127.83333333333333
2012-06-22,0,0,274.0416666666668,151.83333333333334
2012-06-23,0,0,274.04000000000013,166.5
2012-06-24,0,0,274.04000000000013,178.16666666666666
2012-06-25,0,0,274.04000000000013,135.33333333333334
2012-06-26,0,0,274.04000000000013,118.5
2012-06-27,0,0,274.04000000000013,107.16666666666667
2012-06-28,0,0,274.04000000000013,115.0
2012-06-29,0,0,274.04000000000013,158.0
2012-06-30,0,0,274.2016666666668,202.16666666666666
2012-07-01,0,0,274.2016666666668,201.83333333333334
2012-07-02,0,0,274.2016666666668,158.5
2012-07-03,0,0,274.2016666666668,158.66666666666666
2012-07-04,0,0,274.2016666666668,139.33333333333334
2012-07-05,0,0,274.2016666666668,130.16666666666666
2012-07-06,0,0,274.2016666666668,171.16666666666666
2012-07-07,0,0,277.3966666666668,176.83333333333334
2012-07-08,0,0,277.3966666666668,179.83333333333334
2012-07-09,0,0,277.3966666666668,149.16666666666666
2012-07-10,0,0,277.3966666666668,134.0
2012-07-11,0,0,277.3966666666668,143.5
2012-07-12,0,0,277.3966666666668,151.5
2012-07-13,0,0,277.3966666666668,175.66666666666666
2012-07-14,0,0,277.91000000000014,185.33333333333334
2012-07-15,0,0,277.91000000000014,199.83333333333334
2012-07-16,0,0,277.91000000000014,134.66666666666666
2012-07-17,0,0,277.91000000000014,128.33333333333334
2012-07-18,0,0,277.91000000000014,117.5
2012-07-19,0,0,277.91000000000014,131.66666666666666
2012-07-20,0,0,277.91000000000014,150.5
2012-07-21,0,0,278.44333333333344,181.33333333333334
